rcept_no,corp_cls,corp_code,corp_name,se,shrholdr_co,shrholdr_tot_co,shrholdr_rate,hold_stock_co,stock_tot_co,hold_stock_rate,stlm_dt,fiscal_year,endpoint_label
20250318001448,Y,00139889,SKC,소액주주,"106,074","107,694",98.5%,"10,678,162","37,868,298",28.2%,2024-12-31,2024,minority_shareholder
20190401003055,Y,00159564,한국주강,소액주주,"2,881",-,99.65%,"3,486,547",-,30.83%,2018-12-31,2018,minority_shareholder
20200330002660,Y,00159564,한국주강,소액주주,"2,656",-,99.70%,"3,443,194",-,30.45%,2019-12-31,2019,minority_shareholder
20210322000280,Y,00159564,한국주강,소액주주,"3,149","3,156",99.78%,"4,070,600","11,309,259",35.99%,2020-12-31,2020,minority_shareholder
20220325001050,Y,00159564,한국주강,소액주주,"4,318","4,326",99.81%,"3,559,486","11,309,259",31.47%,2021-12-31,2021,minority_shareholder
20230322000094,Y,00159564,한국주강,소액주주,"5,407","5,413",99.89%,"4,139,918","11,309,259",36.61%,2022-12-31,2022,minority_shareholder
20240321001460,Y,00159564,한국주강,소액주주,"5,280","5,286",99.89%,"4,132,322","11,309,259",36.54%,2023-12-31,2023,minority_shareholder
20250319000402,Y,00159564,한국주강,소액주주,"4,469","4,475",99.86%,"3,681,732","11,309,259",32.55%,2024-12-31,2024,minority_shareholder
20190401003060,Y,00114154,디와이덕양,소액주주,"5,278",-,99.74%,"16,259,780",-,"49,93%",2018-12-31,2018,minority_shareholder
20200330003839,Y,00114154,디와이덕양,소액주주,"5,959",-,99.77%,"14,926,269",-,45.84%,2019-12-31,2019,minority_shareholder
20210609000312,Y,00114154,디와이덕양,소액주주,"7,562","7,572",99.87%,"16,243,920","32,564,980",49.88%,2020-12-31,2020,minority_shareholder
20220404002273,Y,00114154,디와이덕양,소액주주,"12,065","12,078",99.89%,"16,263,287","32,564,980",49.94%,2021-12-31,2021,minority_shareholder
20230320000948,Y,00114154,디와이덕양,소액주주,"10,672","10,686",99.87%,"15,885,194","32,564,980",48.78%,2022-12-31,2022,minority_shareholder
20240318000799,Y,00114154,디와이덕양,소액주주,"26,312","26,321",99.97%,"18,466,200","32,564,980",56.71%,2023-12-31,2023,minority_shareholder
20250317000666,Y,00114154,디와이덕양,소액주주,"20,764","20,773",99.96%,"18,257,760","32,427,580",56.30%,2024-12-31,2024,minority_shareholder
20200228005967,Y,00121969,에쓰씨엔지니어링,소액주주,"3,463",-,99.9%,"13,601",-,54.42%,2018-12-31,2018,minority_shareholder
20200330002281,Y,00121969,에쓰씨엔지니어링,소액주주,"3,651",-,99.75%,"11,731",-,46.89%,2019-12-31,2019,minority_shareholder
20210319001248,Y,00121969,에쓰씨엔지니어링,소액주주,"4,234","4,239",99.88%,"12,955,491","25,016,587",51.79%,2020-12-31,2020,minority_shareholder
20220726000333,Y,00121969,에쓰씨엔지니어링,소액주주,"10,886","10,890",99.96%,"23,605,000","31,121,000",75.85%,2021-12-31,2021,minority_shareholder
20230321000863,Y,00121969,에쓰씨엔지니어링,소액주주,"10,687","10,692",99.95%,"22,723,969","31,249,355",72.72%,2022-12-31,2022,minority_shareholder
20240328001322,Y,00121969,에쓰씨엔지니어링,소액주주,"11,697","11,703",99.95%,"24,334,018","32,372,276",75.17%,2023-12-31,2023,minority_shareholder
20250326001145,Y,00121969,에쓰씨엔지니어링,소액주주,"9,925","9,930",99.94%,"26,922,709","35,058,587",76.79%,2024-12-31,2024,minority_shareholder
20190401000994,Y,00103510,인지컨트롤스,소액주주,"7,926",-,99.87%,"6,457,791",-,42.60%,2018-12-31,2018,minority_shareholder
20200330001978,Y,00103510,인지컨트롤스,소액주주,"8,048",-,99.86 %,"7,428,898",-,49.00 %,2019-12-31,2019,minority_shareholder
20210319001374,Y,00103510,인지컨트롤스,소액주주,"13,692","13,702",99.93%,"7,166,895","15,160,128",47.27%,2020-12-31,2020,minority_shareholder
20220321001159,Y,00103510,인지컨트롤스,소액주주,"16,759","16,768",99.95%,"7,710,329","15,333,213",50.29%,2021-12-31,2021,minority_shareholder
20230324001000,Y,00103510,인지컨트롤스,소액주주,"16,495","16,504",99.95%,"7,842,852","15,333,213",51.15%,2022-12-31,2022,minority_shareholder
20240320001757,Y,00103510,인지컨트롤스,소액주주,"17,100","17,110",99.94%,"8,345,608","15,809,197",52.78%,2023-12-31,2023,minority_shareholder
20250328001677,Y,00103510,인지컨트롤스,소액주주,"15,995","16,004",99.94%,"8,551,481","15,809,197",54.09%,2024-12-31,2024,minority_shareholder
20190401003105,Y,00186559,아이티센씨티에스,소액주주,"12,877",-,99.98%,"34,686,675",-,72.49%,2018-12-31,2018,minority_shareholder
20200330002789,Y,00186559,아이티센씨티에스,소액주주,"13,696",-,99.96%,"41,570,726",-,61.26%,2019-12-31,2019,minority_shareholder
20210322000972,Y,00186559,아이티센씨티에스,소액주주,"19,609","19,613",99.98%,"46,663,615","67,851,466",68.77%,2020-12-31,2020,minority_shareholder
20220328001029,Y,00186559,아이티센씨티에스,소액주주,"23,721","23,725",99.98%,"78,935,568","121,051,466",65.21%,2021-12-31,2021,minority_shareholder
20230330000235,Y,00186559,아이티센씨티에스,소액주주,"21,859","21,863",99.98%,"84,815,337","121,051,466",70.06%,2022-12-31,2022,minority_shareholder
20240327001197,Y,00186559,아이티센씨티에스,소액주주,"21,764","21,768",99.98%,"86,313,064","121,051,466",71.30%,2023-12-31,2023,minority_shareholder
20250319001103,Y,00186559,아이티센씨티에스,소액주주,"19,046","19,048",99.98%,"89,014,599","121,051,466",73.53%,2024-12-31,2024,minority_shareholder
20190401004451,Y,00181943,에스제이엠홀딩스,소액주주,"3,833",-,99.74%,"2,447,864",-,16.39%,2018-12-31,2018,minority_shareholder
20200330003230,Y,00181943,에스제이엠홀딩스,소액주주,"4,021",-,99.75%,"2,825,453",-,18.92%,2019-12-31,2019,minority_shareholder
20210318001401,Y,00181943,에스제이엠홀딩스,소액주주,"3,759","3,772",99.66%,"2,991,318","14,934,008",20.03%,2020-12-31,2020,minority_shareholder
20221223000367,Y,00181943,에스제이엠홀딩스,소액주주,"4,579","4,591",99.74%,"2,867,571","14,934,008",19.20%,2021-12-31,2021,minority_shareholder
20230322001299,Y,00181943,에스제이엠홀딩스,소액주주,"5,931","5,943",99.80%,"3,104,991","14,934,008",20.79%,2022-12-31,2022,minority_shareholder
20240321001861,Y,00181943,에스제이엠홀딩스,소액주주,"5,984","5,995",99.82%,"3,663,953","14,934,008",24.53%,2023-12-31,2023,minority_shareholder
20250320001596,Y,00181943,에스제이엠홀딩스,소액주주,"5,398","5,408",99.82%,"3,849,005","14,934,008",25.77%,2024-12-31,2024,minority_shareholder
20190404002329,Y,00164779,SK하이닉스,소액주주,"309,676",-,99.99%,"422,650,910",-,58.05%,2018-12-31,2018,minority_shareholder
20200330004441,Y,00164779,SK하이닉스,소액주주,"181,783",-,99.99%,"441,033,663",-,60.58%,2019-12-31,2019,minority_shareholder
20210330000776,Y,00164779,SK하이닉스,소액주주,"431,633","431,640",99.99%,"453,737,437","728,002,365",62.32%,2020-12-31,2020,minority_shareholder
20220322000590,Y,00164779,SK하이닉스,소액주주,"876,606","876,611",99.99%,"485,646,772","728,002,365",66.70%,2021-12-31,2021,minority_shareholder
20230321001209,Y,00164779,SK하이닉스,소액주주,"1,007,087","1,007,093",99.99%,"471,759,790","728,002,365",64.80%,2022-12-31,2022,minority_shareholder
20240319000684,Y,00164779,SK하이닉스,소액주주,"587,776","587,785",99.99%,"454,398,558","728,002,365",62.41%,2023-12-31,2023,minority_shareholder
20250319000665,Y,00164779,SK하이닉스,소액주주,"780,867","780,876",99.99%,"456,814,819","728,002,365",62.74%,2024-12-31,2024,minority_shareholder
20190329003110,Y,00121534,MH에탄올,소액주주,"3,160",-,99.87%,"2,658,611",-,36.03%,2018-12-31,2018,minority_shareholder
20200327001724,Y,00121534,MH에탄올,소액주주,"2,953",-,99.86%,"2,458,611",-,33.32%,2019-12-31,2019,minority_shareholder
20210316000829,Y,00121534,MH에탄올,소액주주,"7,288","7,294",99.92%,"2,861,128","7,378,526",38.78%,2020-12-31,2020,minority_shareholder
20220316000865,Y,00121534,MH에탄올,소액주주,"8,282","8,290",99.90%,"2,682,419","7,378,526",36.35%,2021-12-31,2021,minority_shareholder
20230315001383,Y,00121534,MH에탄올,소액주주,"9,662","9,669",99.93%,"2,880,710","7,378,526",39.04%,2022-12-31,2022,minority_shareholder
20240313001046,Y,00121534,MH에탄올,소액주주,"8,591","8,596",99.94%,"2,815,634","7,378,526",38.16%,2023-12-31,2023,minority_shareholder
20250312000625,Y,00121534,MH에탄올,소액주주,"7,107","7,112",99.93%,"2,705,183","7,378,526",36.66%,2024-12-31,2024,minority_shareholder
20190401001358,Y,00115065,동남합성,소액주주,-,-,-,-,-,-,2018-12-31,2018,minority_shareholder
20200330003292,Y,00115065,동남합성,소액주주,865,-,98.63%,"562,359",-,15.53%,2019-12-31,2019,minority_shareholder
20210316000282,Y,00115065,동남합성,소액주주,"1,673","1,686",99.2%,"641,018","3,610,000",17.8%,2020-12-31,2020,minority_shareholder
20220808000217,Y,00115065,동남합성,소액주주,"3,472","3,481",99.74%,"700,607","3,583,500",19.56%,2021-12-31,2021,minority_shareholder
20230314001293,Y,00115065,동남합성,소액주주,"2,976","2,985",99.7%,"665,425","3,502,916",19.0%,2022-12-31,2022,minority_shareholder
20240312000423,Y,00115065,동남합성,소액주주,-,-,-,-,-,-,2023-12-31,2023,minority_shareholder
20250311000605,Y,00115065,동남합성,소액주주,"2,586","2,596",99.6%,"682,975","3,500,000",19.5%,2024-12-31,2024,minority_shareholder
20210517002048,Y,00126308,삼성E&A,소액주주,"60,165",-,99.91%,"129,791,845",-,66.22%,2018-12-31,2018,minority_shareholder
20210517002064,Y,00126308,삼성E&A,소액주주,"53,653",-,99.91%,"135,067,080",-,68.91%,2019-12-31,2019,minority_shareholder
20210517002076,Y,00126308,삼성E&A,소액주주,"107,971","107,983",99.99%,"132,696,080","196,000,000",67.70%,2020-12-31,2020,minority_shareholder
20220308000672,Y,00126308,삼성E&A,소액주주,"170,609","170,622",99.99%,"132,650,522","196,000,000",67.68%,2021-12-31,2021,minority_shareholder
20230831001403,Y,00126308,삼성E&A,소액주주,"123,092","123,106",99.99%,"130,422,780","196,000,000",66.54%,2022-12-31,2022,minority_shareholder
20240329003421,Y,00126308,삼성E&A,소액주주,"97,167","97,180",99.99%,"133,154,125","196,000,000",67.94%,2023-12-31,2023,minority_shareholder
20250814003670,Y,00126308,삼성E&A,소액주주,"104,168","104,184",99.98%,"127,281,857","196,000,000",64.94%,2024-12-31,2024,minority_shareholder
20190329000035,Y,00135795,신도리코,소액주주,"3,804",-,99.17%,"2,186,306",-,21.69%,2018-12-31,2018,minority_shareholder
20200330000162,Y,00135795,신도리코,소액주주,"4,703",-,99.39%,"2,372,203",-,23.53%,2019-12-31,2019,minority_shareholder
20210310000864,Y,00135795,신도리코,소액주주,"5,311","5,343",99.42%,"2,514,887","10,080,029",24.96%,2020-12-31,2020,minority_shareholder
20220308000868,Y,00135795,신도리코,소액주주,"5,693","5,720",99.54%,"2,989,515","10,080,029",29.67%,2021-12-31,2021,minority_shareholder
20230313000388,Y,00135795,신도리코,소액주주,"5,548","5,574",99.56%,"2,537,124","10,080,029",25.19%,2022-12-31,2022,minority_shareholder
20240313000830,Y,00135795,신도리코,소액주주,"4,691","4,715",99.50%,"2,528,304","10,080,029",25.09%,2023-12-31,2023,minority_shareholder
20250715000025,Y,00135795,신도리코,소액주주,"4,399","4,423",99.45%,"1,190,648","10,080,029",11.81%,2024-12-31,2024,minority_shareholder
20220318001083,Y,00168331,온타이드,소액주주,"5,128",-,99.72%,"9,987,885",-,72.68%,2018-12-31,2018,minority_shareholder
20220318001089,Y,00168331,온타이드,소액주주,"6,699",-,99.79%,"22,159,302",-,80.29%,2019-12-31,2019,minority_shareholder
20220318001096,Y,00168331,온타이드,소액주주,"10,159","10,169",99.94%,"33,874,628","38,845,864",87.22%,2020-12-31,2020,minority_shareholder
20220322001089,Y,00168331,온타이드,소액주주,"14,540","14,545",99.99%,"40,238,686","54,962,976",73.23%,2021-12-31,2021,minority_shareholder
20230322001115,Y,00168331,온타이드,소액주주,"15,473","15,476",100%,"42,557,288","55,717,048",76.39%,2022-12-31,2022,minority_shareholder
20240320001042,Y,00168331,온타이드,소액주주,"14,190","14,254",99.5%,"43,014,384","66,606,397",64.6%,2023-12-31,2023,minority_shareholder
20250320000926,Y,00168331,온타이드,소액주주,"11,231","11,236",99.96%,"44,216,300","67,328,047",65.67%,2024-12-31,2024,minority_shareholder
20190401002604,Y,00161709,퍼시스,소액주주,"1,686",-,99.00%,"1,179,292",-,10.25%,2018-12-31,2018,minority_shareholder
20200330002912,Y,00161709,퍼시스,소액주주,"1,852",-,99.09%,"1,131,356",-,9.84%,2019-12-31,2019,minority_shareholder
20210318001322,Y,00161709,퍼시스,소액주주,"1,819","1,835",99.13%,"2,022,463","11,500,000",17.59%,2020-12-31,2020,minority_shareholder
20220317001198,Y,00161709,퍼시스,소액주주,"4,200","4,216",99.62%,"897,640","9,170,899",9.79%,2021-12-31,2021,minority_shareholder
20230316001331,Y,00161709,퍼시스,소액주주,"4,383","4,398",99.66%,"886,980","8,960,239",9.90%,2022-12-31,2022,minority_shareholder
20240321000997,Y,00161709,퍼시스,소액주주,"3,543","3,558",99.58%,"878,293","11,500,000",7.64%,2023-12-31,2023,minority_shareholder
20250814001419,Y,00161709,퍼시스,소액주주,"1,757","1,771",99.21%,"878,293","11,500,000",7.64%,2024-12-31,2024,minority_shareholder
20190401001399,Y,00142865,WISCOM,소액주주,"3,130",-,99.37%,"3,644,715",-,24.25%,2018-12-31,2018,minority_shareholder
20200330002728,Y,00142865,WISCOM,소액주주,"3,235",-,99.42%,"4,349,016",-,28.37%,2019-12-31,2019,minority_shareholder
20210318000396,Y,00142865,WISCOM,소액주주,"3,143","3,159",99.49%,"5,497,430","15,326,438",35.87%,2020-12-31,2020,minority_shareholder
20220317000365,Y,00142865,WISCOM,소액주주,"7,952","7,966",99.82%,"6,318,421","15,326,438",41.23%,2021-12-31,2021,minority_shareholder
20230316000445,Y,00142865,WISCOM,소액주주,"6,802","6,816",99.79%,"6,518,095","15,326,438",42.53%,2022-12-31,2022,minority_shareholder
20240314000549,Y,00142865,WISCOM,소액주주,"6,051","6,067",99.74%,"6,157,055","15,326,438",40.17%,2023-12-31,2023,minority_shareholder
20250320000660,Y,00142865,WISCOM,소액주주,"5,608","5,623",99.73%,"6,207,738","15,326,438",40.50%,2024-12-31,2024,minority_shareholder
20190401001636,Y,00118044,동원수산,소액주주,"5,996",-,99.80%,"2,900,374",-,62.32%,2018-12-31,2018,minority_shareholder
20200330001704,Y,00118044,동원수산,소액주주,"5,428",-,99.76%,"2,755,394",-,59.21%,2019-12-31,2019,minority_shareholder
20210318001363,Y,00118044,동원수산,소액주주,"7,760","7,778",99.77%,"2,216,077","4,653,805",47.62%,2020-12-31,2020,minority_shareholder
20220317000755,Y,00118044,동원수산,소액주주,"8,748","8,761",99.85%,"3,489,939","4,653,805",74.99%,2021-12-31,2021,minority_shareholder
20230316000263,Y,00118044,동원수산,소액주주,"13,640","13,653",99.90%,"3,564,729","4,653,805",76.60%,2022-12-31,2022,minority_shareholder
20240314001415,Y,00118044,동원수산,소액주주,"9,209","9,220",99.88%,"3,662,366","4,653,805",78.70%,2023-12-31,2023,minority_shareholder
20250404003738,Y,00118044,동원수산,소액주주,"8,250","8,262",99.85%,"3,522,053","4,653,805",75.68%,2024-12-31,2024,minority_shareholder
20190329003329,Y,00197759,미래산업,소액주주,"62,332",-,99.99%,"606,422,271",-,95.52%,2018-12-31,2018,minority_shareholder
20210111000674,Y,00197759,미래산업,소액주주,"73,215",-,99.99%,"812,034,647",-,96.3%,2019-12-31,2019,minority_shareholder
20210322001086,Y,00197759,미래산업,소액주주,"43,461","43,465",99.99%,"15,335,974","18,662,929",82.17%,2020-12-31,2020,minority_shareholder
20221006000468,Y,00197759,미래산업,소액주주,"29,869","29,872",99.99%,"3,967,568","4,452,007",89.12%,2021-12-31,2021,minority_shareholder
20230320000617,Y,00197759,미래산업,소액주주,"29,548","29,551",99.99%,"3,877,725","4,452,007",87.11%,2022-12-31,2022,minority_shareholder
20250205000477,Y,00197759,미래산업,소액주주,"39,796","39,799",99.99%,"27,501,732","30,429,770",90.38%,2023-12-31,2023,minority_shareholder
20250318001105,Y,00197759,미래산업,소액주주,"36,159","36,161",99.99%,"45,880,662","58,229,134",78.80%,2024-12-31,2024,minority_shareholder
20190329001631,Y,00152729,광전자,소액주주,"11,368",-,99.89%,"19,313,790",-,33.33%,2018-12-31,2018,minority_shareholder
20200330002920,Y,00152729,광전자,소액주주,"11,587",-,99.88%,"18,282,517",-,31.55%,2019-12-31,2019,minority_shareholder
20210318000782,Y,00152729,광전자,소액주주,"13,707","13,718",99.93%,"18,215,471","57,943,763",31.44%,2020-12-31,2020,minority_shareholder
20220321000459,Y,00152729,광전자,소액주주,"12,904","12,917",99.92%,"16,888,518","57,943,763",29.15%,2021-12-31,2021,minority_shareholder
20230316000645,Y,00152729,광전자,소액주주,"12,962","12,971",99.93%,"18,524,732","50,363,763",36.78%,2022-12-31,2022,minority_shareholder
20240315000438,Y,00152729,광전자,소액주주,"16,067","16,077",99.93%,"18,988,837","50,363,763",37.70%,2023-12-31,2023,minority_shareholder
20250320000952,Y,00152729,광전자,소액주주,"14,662","14,671",99.94%,"19,575,769","50,363,763",38.87%,2024-12-31,2024,minority_shareholder
20190329001399,Y,00157070,한국단자공업,소액주주,"4,767",-,  99.62%,"2,796,102",-, 26.85%,2018-12-31,2018,minority_shareholder
20200330003319,Y,00157070,한국단자공업,소액주주,"4,147",-,99.57%,"2,800,204",-,29.38%,2019-12-31,2019,minority_shareholder
20210311001113,Y,00157070,한국단자공업,소액주주,"6,960","6,980",99.71%,"3,158,453","10,415,000",30.33%,2020-12-31,2020,minority_shareholder
20220317000875,Y,00157070,한국단자공업,소액주주,"12,451","12,463",99.90%,"4,231,808","10,415,000",40.63%,2021-12-31,2021,minority_shareholder
20230323000756,Y,00157070,한국단자공업,소액주주,"14,474","14,490",99.88%,"3,876,514","10,415,000",37.22%,2022-12-31,2022,minority_shareholder
20240325000553,Y,00157070,한국단자공업,소액주주,"10,475","10,492",99.83%,"3,765,354","10,415,000",36.15%,2023-12-31,2023,minority_shareholder
20250320000091,Y,00157070,한국단자공업,소액주주,"8,894","8,910",99.82%,"3,789,790","10,415,000",36.38%,2024-12-31,2024,minority_shareholder
